Stage,Start_Equation,Target_Equation,ChangeType,ChangedIndex1,From1,To1,ChangedIndex2,From2,To2,ChangedIndex3,From3,To3,ChangedIndex4,From4,To4,Start_Tokens,Target_Tokens
4143,'93+49=126','83+43=126',digit_to_digit,4,9,3,0,9,8,,,,,,,'9;3;+;4;9;=;1;2;6','8;3;+;4;3;=;1;2;6'
4144,'41-95=96','41+55=96',op_and_digit_balance,3,9,5,2,-,+,,,,,,,'4;1;-;9;5;=;9;6','4;1;+;5;5;=;9;6'
4145,'72-62=734','72+62=134',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'7;2;-;6;2;=;7;3;4','7;2;+;6;2;=;1;3;4'
4146,'75-92=44','76-32=44',digit_to_digit,3,9,3,1,5,6,,,,,,,'7;5;-;9;2;=;4;4','7;6;-;3;2;=;4;4'
4147,'52-18=52','62-10=52',digit_to_digit,4,8,0,0,5,6,,,,,,,'5;2;-;1;8;=;5;2','6;2;-;1;0;=;5;2'
4148,'52-60=42','92-50=42',digit_to_digit,3,6,5,0,5,9,,,,,,,'5;2;-;6;0;=;4;2','9;2;-;5;0;=;4;2'
4149,'23+14=5','23-14=9',op_and_digit_balance,2,+,-,6,5,9,,,,,,,'2;3;+;1;4;=;5','2;3;-;1;4;=;9'
4150,'54+60=-5','54-60=-6',op_and_digit_balance,2,+,-,7,5,6,,,,,,,'5;4;+;6;0;=;-;5','5;4;-;6;0;=;-;6'
4151,'44-96=-94','44-98=-54',digit_to_digit,7,9,5,4,6,8,,,,,,,'4;4;-;9;6;=;-;9;4','4;4;-;9;8;=;-;5;4'
4152,'59+61=138','69+61=130',digit_to_digit,8,8,0,0,5,6,,,,,,,'5;9;+;6;1;=;1;3;8','6;9;+;6;1;=;1;3;0'
4153,'17-47=90','77-47=30',digit_to_digit,6,9,3,0,1,7,,,,,,,'1;7;-;4;7;=;9;0','7;7;-;4;7;=;3;0'
4154,'66+58=1211','66+58=124',four_eleven,8,11,4,,,,,,,,,,'6;6;+;5;8;=;1;2;11','6;6;+;5;8;=;1;2;4'
4155,'56=18-38','56-18=38',swap_-_and_=,2,=,-,5,-,=,,,,,,,'5;6;=;1;8;-;3;8','5;6;-;1;8;=;3;8'
4156,'13+13=60','73-13=60',op_and_digit_balance,2,+,-,0,1,7,,,,,,,'1;3;+;1;3;=;6;0','7;3;-;1;3;=;6;0'
4157,'82+25=708','82+26=108',digit_to_digit,6,7,1,4,5,6,,,,,,,'8;2;+;2;5;=;7;0;8','8;2;+;2;6;=;1;0;8'
4158,'93+87=12','99-87=12',op_and_digit_balance,2,+,-,1,3,9,,,,,,,'9;3;+;8;7;=;1;2','9;9;-;8;7;=;1;2'
4159,'80=71-9','80-71=9',swap_-_and_=,2,=,-,5,-,=,,,,,,,'8;0;=;7;1;-;9','8;0;-;7;1;=;9'
4160,'56-13=42','56-13=43',within_digit,7,2,3,,,,,,,,,,'5;6;-;1;3;=;4;2','5;6;-;1;3;=;4;3'
4161,'43=11-32','43-11=32',swap_-_and_=,2,=,-,4,-,=,,,,,,,'4;3;=;11;-;3;2','4;3;-;11;=;3;2'
4162,'67=11-56','67-11=56',swap_-_and_=,2,=,-,4,-,=,,,,,,,'6;7;=;11;-;5;6','6;7;-;11;=;5;6'
4163,'56-61=36','96-61=35',digit_to_digit,7,6,5,0,5,9,,,,,,,'5;6;-;6;1;=;3;6','9;6;-;6;1;=;3;5'
4164,'25-62=-91','25-62=-37',digit_to_digit,7,9,3,8,1,7,,,,,,,'2;5;-;6;2;=;-;9;1','2;5;-;6;2;=;-;3;7'
4165,'86-13=77','96-19=77',digit_to_digit,0,8,9,4,3,9,,,,,,,'8;6;-;1;3;=;7;7','9;6;-;1;9;=;7;7'
4166,'76-62=-45','16-62=-46',digit_to_digit,0,7,1,8,5,6,,,,,,,'7;6;-;6;2;=;-;4;5','1;6;-;6;2;=;-;4;6'
4167,'20+83=-55','28-83=-55',op_and_digit_balance,2,+,-,1,0,8,,,,,,,'2;0;+;8;3;=;-;5;5','2;8;-;8;3;=;-;5;5'
4168,'80-55=735','80+55=135',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'8;0;-;5;5;=;7;3;5','8;0;+;5;5;=;1;3;5'
4169,'60+55=-5','60-65=-5',op_and_digit_balance,2,+,-,3,5,6,,,,,,,'6;0;+;5;5;=;-;5','6;0;-;6;5;=;-;5'
4170,'31+58=-21','31-58=-27',op_and_digit_balance,2,+,-,8,1,7,,,,,,,'3;1;+;5;8;=;-;2;1','3;1;-;5;8;=;-;2;7'
4171,'47-87=114','47+67=114',op_and_digit_balance,3,8,6,2,-,+,,,,,,,'4;7;-;8;7;=;11;4','4;7;+;6;7;=;11;4'
4172,'39+13=106','33+73=106',digit_to_digit,1,9,3,3,1,7,,,,,,,'3;9;+;1;3;=;1;0;6','3;3;+;7;3;=;1;0;6'
4173,'93+84=15','99-84=15',op_and_digit_balance,2,+,-,1,3,9,,,,,,,'9;3;+;8;4;=;1;5','9;9;-;8;4;=;1;5'
4174,'28-88=114','26+88=114',op_and_digit_balance,1,8,6,2,-,+,,,,,,,'2;8;-;8;8;=;11;4','2;6;+;8;8;=;11;4'
4175,'98+88=170','90+88=178',digit_to_digit,1,8,0,8,0,8,,,,,,,'9;8;+;8;8;=;1;7;0','9;0;+;8;8;=;1;7;8'
4176,'82=27-55','82-27=55',swap_-_and_=,2,=,-,5,-,=,,,,,,,'8;2;=;2;7;-;5;5','8;2;-;2;7;=;5;5'
4177,'93-25=84','93-29=64',digit_to_digit,6,8,6,4,5,9,,,,,,,'9;3;-;2;5;=;8;4','9;3;-;2;9;=;6;4'
4178,'26-19=39','26+13=39',op_and_digit_balance,4,9,3,2,-,+,,,,,,,'2;6;-;1;9;=;3;9','2;6;+;1;3;=;3;9'
4179,'51+40=51','91-40=51',op_and_digit_balance,2,+,-,0,5,9,,,,,,,'5;1;+;4;0;=;5;1','9;1;-;4;0;=;5;1'
4180,'75+82=-6','76-82=-6',op_and_digit_balance,2,+,-,1,5,6,,,,,,,'7;5;+;8;2;=;-;6','7;6;-;8;2;=;-;6'
4181,'78-42=112','70+42=112',op_and_digit_balance,1,8,0,2,-,+,,,,,,,'7;8;-;4;2;=;11;2','7;0;+;4;2;=;11;2'
4182,'45+31=8','45-37=8',op_and_digit_balance,2,+,-,4,1,7,,,,,,,'4;5;+;3;1;=;8','4;5;-;3;7;=;8'
4183,'12+99=-81','12-99=-87',op_and_digit_balance,2,+,-,8,1,7,,,,,,,'1;2;+;9;9;=;-;8;1','1;2;-;9;9;=;-;8;7'
4184,'39+67=-29','38-67=-29',op_and_digit_balance,2,+,-,1,9,8,,,,,,,'3;9;+;6;7;=;-;2;9','3;8;-;6;7;=;-;2;9'
4185,'88-35=124','89+35=124',op_and_digit_balance,1,8,9,2,-,+,,,,,,,'8;8;-;3;5;=;1;2;4','8;9;+;3;5;=;1;2;4'
4186,'50+95=165','60+95=155',digit_to_digit,7,6,5,0,5,6,,,,,,,'5;0;+;9;5;=;1;6;5','6;0;+;9;5;=;1;5;5'
4187,'52+21=72','52+21=73',within_digit,7,2,3,,,,,,,,,,'5;2;+;2;1;=;7;2','5;2;+;2;1;=;7;3'
4188,'99+11=40','99+11=110',four_eleven,5,4,11,,,,,,,,,,'9;9;+;11;=;4;0','9;9;+;11;=;11;0'
4189,'90+35=66','30+36=66',digit_to_digit,0,9,3,4,5,6,,,,,,,'9;0;+;3;5;=;6;6','3;0;+;3;6;=;6;6'
4190,'54-79=193','54+79=133',op_and_digit_balance,7,9,3,2,-,+,,,,,,,'5;4;-;7;9;=;1;9;3','5;4;+;7;9;=;1;3;3'
4191,'78-95=-78','78-96=-18',digit_to_digit,7,7,1,4,5,6,,,,,,,'7;8;-;9;5;=;-;7;8','7;8;-;9;6;=;-;1;8'
4192,'96-29=65','36+29=65',op_and_digit_balance,0,9,3,2,-,+,,,,,,,'9;6;-;2;9;=;6;5','3;6;+;2;9;=;6;5'
4193,'99-98=193','95+98=193',op_and_digit_balance,1,9,5,2,-,+,,,,,,,'9;9;-;9;8;=;1;9;3','9;5;+;9;8;=;1;9;3'
4194,'45-96=741','45+96=141',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'4;5;-;9;6;=;7;4;1','4;5;+;9;6;=;1;4;1'
4195,'75-36=93','75-36=39',digit_to_digit,6,9,3,7,3,9,,,,,,,'7;5;-;3;6;=;9;3','7;5;-;3;6;=;3;9'
4196,'12-64=-53','12-64=-52',within_digit,8,3,2,,,,,,,,,,'1;2;-;6;4;=;-;5;3','1;2;-;6;4;=;-;5;2'
4197,'30+85=-56','30-86=-56',op_and_digit_balance,2,+,-,4,5,6,,,,,,,'3;0;+;8;5;=;-;5;6','3;0;-;8;6;=;-;5;6'
4198,'44=42-2','44-42=2',swap_-_and_=,2,=,-,5,-,=,,,,,,,'4;4;=;4;2;-;2','4;4;-;4;2;=;2'
4199,'96-91=67','98-31=67',digit_to_digit,3,9,3,1,6,8,,,,,,,'9;6;-;9;1;=;6;7','9;8;-;3;1;=;6;7'
4200,'53-49=18','59-49=10',digit_to_digit,7,8,0,1,3,9,,,,,,,'5;3;-;4;9;=;1;8','5;9;-;4;9;=;1;0'
4201,'18-87=106','18+87=105',op_and_digit_balance,8,6,5,2,-,+,,,,,,,'1;8;-;8;7;=;1;0;6','1;8;+;8;7;=;1;0;5'
4202,'85+51=35','86-51=35',op_and_digit_balance,2,+,-,1,5,6,,,,,,,'8;5;+;5;1;=;3;5','8;6;-;5;1;=;3;5'
4203,'21-93=-71','21-92=-71',within_digit,4,3,2,,,,,,,,,,'2;1;-;9;3;=;-;7;1','2;1;-;9;2;=;-;7;1'
4204,'10+82=-12','70-82=-12',op_and_digit_balance,2,+,-,0,1,7,,,,,,,'1;0;+;8;2;=;-;1;2','7;0;-;8;2;=;-;1;2'
4205,'69-31=26','63-37=26',digit_to_digit,1,9,3,4,1,7,,,,,,,'6;9;-;3;1;=;2;6','6;3;-;3;7;=;2;6'
4206,'89-51=99','89-51=38',digit_to_digit,6,9,3,7,9,8,,,,,,,'8;9;-;5;1;=;9;9','8;9;-;5;1;=;3;8'
4207,'84-24=58','84-24=60',digit_to_digit,7,8,0,6,5,6,,,,,,,'8;4;-;2;4;=;5;8','8;4;-;2;4;=;6;0'
4208,'10+59=-45','10-59=-49',op_and_digit_balance,2,+,-,8,5,9,,,,,,,'1;0;+;5;9;=;-;4;5','1;0;-;5;9;=;-;4;9'
4209,'96-11=67','56+11=67',op_and_digit_balance,0,9,5,2,-,+,,,,,,,'9;6;-;11;=;6;7','5;6;+;11;=;6;7'
4210,'60-97=-23','68-91=-23',digit_to_digit,4,7,1,1,0,8,,,,,,,'6;0;-;9;7;=;-;2;3','6;8;-;9;1;=;-;2;3'
4211,'69-89=152','69+83=152',op_and_digit_balance,4,9,3,2,-,+,,,,,,,'6;9;-;8;9;=;1;5;2','6;9;+;8;3;=;1;5;2'
4212,'28-68=86','28+68=96',op_and_digit_balance,6,8,9,2,-,+,,,,,,,'2;8;-;6;8;=;8;6','2;8;+;6;8;=;9;6'
4213,'25+31=-12','25-37=-12',op_and_digit_balance,2,+,-,4,1,7,,,,,,,'2;5;+;3;1;=;-;1;2','2;5;-;3;7;=;-;1;2'
4214,'62-42=184','62+42=104',op_and_digit_balance,7,8,0,2,-,+,,,,,,,'6;2;-;4;2;=;1;8;4','6;2;+;4;2;=;1;0;4'
4215,'33-74=187','33+74=107',op_and_digit_balance,7,8,0,2,-,+,,,,,,,'3;3;-;7;4;=;1;8;7','3;3;+;7;4;=;1;0;7'
4216,'64-27=21','54-27=27',digit_to_digit,0,6,5,7,1,7,,,,,,,'6;4;-;2;7;=;2;1','5;4;-;2;7;=;2;7'
4217,'90+13=71','90-13=77',op_and_digit_balance,2,+,-,7,1,7,,,,,,,'9;0;+;1;3;=;7;1','9;0;-;1;3;=;7;7'
4218,'44-56=108','44+56=100',op_and_digit_balance,8,8,0,2,-,+,,,,,,,'4;4;-;5;6;=;1;0;8','4;4;+;5;6;=;1;0;0'
4219,'55+55=-10','55-65=-10',op_and_digit_balance,2,+,-,3,5,6,,,,,,,'5;5;+;5;5;=;-;1;0','5;5;-;6;5;=;-;1;0'
4220,'41+53=180','47+53=100',digit_to_digit,7,8,0,1,1,7,,,,,,,'4;1;+;5;3;=;1;8;0','4;7;+;5;3;=;1;0;0'
4221,'43+43=6','49-43=6',op_and_digit_balance,2,+,-,1,3,9,,,,,,,'4;3;+;4;3;=;6','4;9;-;4;3;=;6'
4222,'83+49=731','83+48=131',digit_to_digit,6,7,1,4,9,8,,,,,,,'8;3;+;4;9;=;7;3;1','8;3;+;4;8;=;1;3;1'
4223,'31-45=-78','31-49=-18',digit_to_digit,7,7,1,4,5,9,,,,,,,'3;1;-;4;5;=;-;7;8','3;1;-;4;9;=;-;1;8'
4224,'50+75=-26','50-76=-26',op_and_digit_balance,2,+,-,4,5,6,,,,,,,'5;0;+;7;5;=;-;2;6','5;0;-;7;6;=;-;2;6'
4225,'18-71=87','16+71=87',op_and_digit_balance,1,8,6,2,-,+,,,,,,,'1;8;-;7;1;=;8;7','1;6;+;7;1;=;8;7'
4226,'69-29=92','63+29=92',op_and_digit_balance,1,9,3,2,-,+,,,,,,,'6;9;-;2;9;=;9;2','6;3;+;2;9;=;9;2'
4227,'64+85=-22','64-86=-22',op_and_digit_balance,2,+,-,4,5,6,,,,,,,'6;4;+;8;5;=;-;2;2','6;4;-;8;6;=;-;2;2'
4228,'88-76=764','88+76=164',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'8;8;-;7;6;=;7;6;4','8;8;+;7;6;=;1;6;4'
4229,'90-23=1','30-23=7',digit_to_digit,0,9,3,6,1,7,,,,,,,'9;0;-;2;3;=;1','3;0;-;2;3;=;7'
4230,'26+95=723','28+95=123',digit_to_digit,6,7,1,1,6,8,,,,,,,'2;6;+;9;5;=;7;2;3','2;8;+;9;5;=;1;2;3'
4231,'19=32--13','19-32=-13',swap_-_and_=,2,=,-,5,-,=,,,,,,,'1;9;=;3;2;-;-;1;3','1;9;-;3;2;=;-;1;3'
4232,'33-32=-69','33-92=-59',digit_to_digit,7,6,5,3,3,9,,,,,,,'3;3;-;3;2;=;-;6;9','3;3;-;9;2;=;-;5;9'
4233,'38-87=126','39+87=126',op_and_digit_balance,1,8,9,2,-,+,,,,,,,'3;8;-;8;7;=;1;2;6','3;9;+;8;7;=;1;2;6'
4234,'19-91=70','19+51=70',op_and_digit_balance,3,9,5,2,-,+,,,,,,,'1;9;-;9;1;=;7;0','1;9;+;5;1;=;7;0'
4235,'71+51=14','71-57=14',op_and_digit_balance,2,+,-,4,1,7,,,,,,,'7;1;+;5;1;=;1;4','7;1;-;5;7;=;1;4'
4236,'80-26=116','90+26=116',op_and_digit_balance,0,8,9,2,-,+,,,,,,,'8;0;-;2;6;=;11;6','9;0;+;2;6;=;11;6'
4237,'50+25=33','58-25=33',op_and_digit_balance,2,+,-,1,0,8,,,,,,,'5;0;+;2;5;=;3;3','5;8;-;2;5;=;3;3'
4238,'92+67=148','82+67=149',digit_to_digit,8,8,9,0,9,8,,,,,,,'9;2;+;6;7;=;1;4;8','8;2;+;6;7;=;1;4;9'
4239,'51-41=76','57-41=16',digit_to_digit,6,7,1,1,1,7,,,,,,,'5;1;-;4;1;=;7;6','5;7;-;4;1;=;1;6'
4240,'18-38=48','18+30=48',op_and_digit_balance,4,8,0,2,-,+,,,,,,,'1;8;-;3;8;=;4;8','1;8;+;3;0;=;4;8'
4241,'51+11=50','61-11=50',op_and_digit_balance,2,+,-,0,5,6,,,,,,,'5;1;+;11;=;5;0','6;1;-;11;=;5;0'
4242,'49-72=115','43+72=115',op_and_digit_balance,1,9,3,2,-,+,,,,,,,'4;9;-;7;2;=;11;5','4;3;+;7;2;=;11;5'
4243,'63+80=3','83-80=3',op_and_digit_balance,2,+,-,0,6,8,,,,,,,'6;3;+;8;0;=;3','8;3;-;8;0;=;3'
4244,'35+68=21','35-6-8=21',,2,+,-,,,,,,,,,,3;5;+;6;8;=;2;1',3;5;-;6;-;8;=;2;1'
4245,'89+26=45','89+26=115',four_eleven,6,4,11,,,,,,,,,,'8;9;+;2;6;=;4;5','8;9;+;2;6;=;11;5'
4246,'59-69=122','59+63=122',op_and_digit_balance,4,9,3,2,-,+,,,,,,,'5;9;-;6;9;=;1;2;2','5;9;+;6;3;=;1;2;2'
4247,'41-69=104','41+63=104',op_and_digit_balance,4,9,3,2,-,+,,,,,,,'4;1;-;6;9;=;1;0;4','4;1;+;6;3;=;1;0;4'
4248,'24-39=-6','24-30=-6',within_digit,4,9,0,,,,,,,,,,'2;4;-;3;9;=;-;6','2;4;-;3;0;=;-;6'
4249,'19=52--33','19-52=-33',swap_-_and_=,2,=,-,5,-,=,,,,,,,'1;9;=;5;2;-;-;3;3','1;9;-;5;2;=;-;3;3'
4250,'81+55=25','81-55=26',op_and_digit_balance,2,+,-,7,5,6,,,,,,,'8;1;+;5;5;=;2;5','8;1;-;5;5;=;2;6'
4251,'89+85=185','99+86=185',digit_to_digit,0,8,9,4,5,6,,,,,,,'8;9;+;8;5;=;1;8;5','9;9;+;8;6;=;1;8;5'
4252,'58-75=-26','50-76=-26',digit_to_digit,1,8,0,4,5,6,,,,,,,'5;8;-;7;5;=;-;2;6','5;0;-;7;6;=;-;2;6'
4253,'81-92=-4','81-92=-11',four_eleven,7,4,11,,,,,,,,,,'8;1;-;9;2;=;-;4','8;1;-;9;2;=;-;11'
4254,'99+54=5','99-94=5',op_and_digit_balance,2,+,-,3,5,9,,,,,,,'9;9;+;5;4;=;5','9;9;-;9;4;=;5'
4255,'49+30=18','48-30=18',op_and_digit_balance,2,+,-,1,9,8,,,,,,,'4;9;+;3;0;=;1;8','4;8;-;3;0;=;1;8'
4256,'92=52-40','92-52=40',swap_-_and_=,2,=,-,5,-,=,,,,,,,'9;2;=;5;2;-;4;0','9;2;-;5;2;=;4;0'
4257,'13+15=-3','13-16=-3',op_and_digit_balance,2,+,-,4,5,6,,,,,,,'1;3;+;1;5;=;-;3','1;3;-;1;6;=;-;3'
4258,'91-32=-61','31-92=-61',digit_to_digit,0,9,3,3,3,9,,,,,,,'9;1;-;3;2;=;-;6;1','3;1;-;9;2;=;-;6;1'
4259,'27-68=96','27+68=95',op_and_digit_balance,7,6,5,2,-,+,,,,,,,'2;7;-;6;8;=;9;6','2;7;+;6;8;=;9;5'
4260,'14+19=55','74-19=55',op_and_digit_balance,2,+,-,0,1,7,,,,,,,'1;4;+;1;9;=;5;5','7;4;-;1;9;=;5;5'
4261,'18+82=38','16+82=98',digit_to_digit,1,8,6,6,3,9,,,,,,,'1;8;+;8;2;=;3;8','1;6;+;8;2;=;9;8'
4262,'75+80=-13','75-88=-13',op_and_digit_balance,2,+,-,4,0,8,,,,,,,'7;5;+;8;0;=;-;1;3','7;5;-;8;8;=;-;1;3'
4263,'70-38=-20','18-38=-20',digit_to_digit,0,7,1,1,0,8,,,,,,,'7;0;-;3;8;=;-;2;0','1;8;-;3;8;=;-;2;0'
4264,'59+56=156','99+56=155',digit_to_digit,8,6,5,0,5,9,,,,,,,'5;9;+;5;6;=;1;5;6','9;9;+;5;6;=;1;5;5'
4265,'86+36=123','88+35=123',digit_to_digit,4,6,5,1,6,8,,,,,,,'8;6;+;3;6;=;1;2;3','8;8;+;3;5;=;1;2;3'
4266,'72-90=102','12+90=102',op_and_digit_balance,0,7,1,2,-,+,,,,,,,'7;2;-;9;0;=;1;0;2','1;2;+;9;0;=;1;0;2'
4267,'67+10=51','67-10=57',op_and_digit_balance,2,+,-,7,1,7,,,,,,,'6;7;+;1;0;=;5;1','6;7;-;1;0;=;5;7'
4268,'33-19=111','33-19=14',four_eleven,7,11,4,,,,,,,,,,'3;3;-;1;9;=;1;11','3;3;-;1;9;=;1;4'
4269,'54+50=-6','54-60=-6',op_and_digit_balance,2,+,-,3,5,6,,,,,,,'5;4;+;5;0;=;-;6','5;4;-;6;0;=;-;6'
4270,'46+54=148','46+94=140',digit_to_digit,8,8,0,3,5,9,,,,,,,'4;6;+;5;4;=;1;4;8','4;6;+;9;4;=;1;4;0'
4271,'73-90=763','73+90=163',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'7;3;-;9;0;=;7;6;3','7;3;+;9;0;=;1;6;3'
4272,'66-55=0','56-56=0',digit_to_digit,0,6,5,4,5,6,,,,,,,'6;6;-;5;5;=;0','5;6;-;5;6;=;0'
4273,'23=58--35','23-58=-35',swap_-_and_=,2,=,-,5,-,=,,,,,,,'2;3;=;5;8;-;-;3;5','2;3;-;5;8;=;-;3;5'
4274,'74-55=73','74-55=19',digit_to_digit,6,7,1,7,3,9,,,,,,,'7;4;-;5;5;=;7;3','7;4;-;5;5;=;1;9'
4275,'96+80=146','86+60=146',digit_to_digit,3,8,6,0,9,8,,,,,,,'9;6;+;8;0;=;1;4;6','8;6;+;6;0;=;1;4;6'
4276,'33+15=-42','33-75=-42',op_and_digit_balance,2,+,-,3,1,7,,,,,,,'3;3;+;1;5;=;-;4;2','3;3;-;7;5;=;-;4;2'
4277,'22+51=72','22+51=73',within_digit,7,2,3,,,,,,,,,,'2;2;+;5;1;=;7;2','2;2;+;5;1;=;7;3'
4278,'81+31=-10','81-91=-10',op_and_digit_balance,2,+,-,3,3,9,,,,,,,'8;1;+;3;1;=;-;1;0','8;1;-;9;1;=;-;1;0'
4279,'97-49=-11','37-48=-11',digit_to_digit,0,9,3,4,9,8,,,,,,,'9;7;-;4;9;=;-;11','3;7;-;4;8;=;-;11'
4280,'84+24=118','84+34=118',within_digit,3,2,3,,,,,,,,,,'8;4;+;2;4;=;11;8','8;4;+;3;4;=;11;8'
4281,'85-19=10','85-15=70',digit_to_digit,4,9,5,6,1,7,,,,,,,'8;5;-;1;9;=;1;0','8;5;-;1;5;=;7;0'
4282,'51+15=46','61-15=46',op_and_digit_balance,2,+,-,0,5,6,,,,,,,'5;1;+;1;5;=;4;6','6;1;-;1;5;=;4;6'
4283,'17=26--9','17-26=-9',swap_-_and_=,2,=,-,5,-,=,,,,,,,'1;7;=;2;6;-;-;9','1;7;-;2;6;=;-;9'
4284,'86-30=126','96+30=126',op_and_digit_balance,0,8,9,2,-,+,,,,,,,'8;6;-;3;0;=;1;2;6','9;6;+;3;0;=;1;2;6'
4285,'95+95=134','39+95=134',digit_to_digit,0,9,3,1,5,9,,,,,,,'9;5;+;9;5;=;1;3;4','3;9;+;9;5;=;1;3;4'
4286,'12+43=-37','12-49=-37',op_and_digit_balance,2,+,-,4,3,9,,,,,,,'1;2;+;4;3;=;-;3;7','1;2;-;4;9;=;-;3;7'
4287,'58+10=58','68-10=58',op_and_digit_balance,2,+,-,0,5,6,,,,,,,'5;8;+;1;0;=;5;8','6;8;-;1;0;=;5;8'
4288,'78-61=129','78+51=129',op_and_digit_balance,3,6,5,2,-,+,,,,,,,'7;8;-;6;1;=;1;2;9','7;8;+;5;1;=;1;2;9'
4289,'76+52=70','18+52=70',digit_to_digit,0,7,1,1,6,8,,,,,,,'7;6;+;5;2;=;7;0','1;8;+;5;2;=;7;0'
4290,'63-60=723','63+60=123',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'6;3;-;6;0;=;7;2;3','6;3;+;6;0;=;1;2;3'
4291,'54+39=193','54+99=153',digit_to_digit,7,9,5,3,3,9,,,,,,,'5;4;+;3;9;=;1;9;3','5;4;+;9;9;=;1;5;3'
4292,'27+25=93','27+26=53',digit_to_digit,6,9,5,4,5,6,,,,,,,'2;7;+;2;5;=;9;3','2;7;+;2;6;=;5;3'
4293,'25+94=12','25-9-4=12',,2,+,-,,,,,,,,,,2;5;+;9;4;=;1;2',2;5;-;9;-;4;=;1;2'
4294,'15+23=-4','19-23=-4',op_and_digit_balance,2,+,-,1,5,9,,,,,,,'1;5;+;2;3;=;-;4','1;9;-;2;3;=;-;4'
4295,'81+45=32','81-49=32',op_and_digit_balance,2,+,-,4,5,9,,,,,,,'8;1;+;4;5;=;3;2','8;1;-;4;9;=;3;2'
4296,'72+91=-25','72-97=-25',op_and_digit_balance,2,+,-,4,1,7,,,,,,,'7;2;+;9;1;=;-;2;5','7;2;-;9;7;=;-;2;5'
4297,'73=31-42','73-31=42',swap_-_and_=,2,=,-,5,-,=,,,,,,,'7;3;=;3;1;-;4;2','7;3;-;3;1;=;4;2'
4298,'94-27=721','94+27=121',op_and_digit_balance,6,7,1,2,-,+,,,,,,,'9;4;-;2;7;=;7;2;1','9;4;+;2;7;=;1;2;1'
4299,'41+45=-8','41-49=-8',op_and_digit_balance,2,+,-,4,5,9,,,,,,,'4;1;+;4;5;=;-;8','4;1;-;4;9;=;-;8'
4300,'85=55-30','85-55=30',swap_-_and_=,2,=,-,5,-,=,,,,,,,'8;5;=;5;5;-;3;0','8;5;-;5;5;=;3;0'
4301,'98-58=110','98-58=40',four_eleven,6,11,4,,,,,,,,,,'9;8;-;5;8;=;11;0','9;8;-;5;8;=;4;0'
4302,'90+99=137','38+99=137',digit_to_digit,0,9,3,1,0,8,,,,,,,'9;0;+;9;9;=;1;3;7','3;8;+;9;9;=;1;3;7'
4303,'78-97=-21','70-97=-27',digit_to_digit,1,8,0,8,1,7,,,,,,,'7;8;-;9;7;=;-;2;1','7;0;-;9;7;=;-;2;7'
4304,'61-82=-19','67-82=-15',digit_to_digit,8,9,5,1,1,7,,,,,,,'6;1;-;8;2;=;-;1;9','6;7;-;8;2;=;-;1;5'
4305,'97-15=41','57-16=41',digit_to_digit,0,9,5,4,5,6,,,,,,,'9;7;-;1;5;=;4;1','5;7;-;1;6;=;4;1'
4306,'16-65=-59','16-69=-53',digit_to_digit,8,9,3,4,5,9,,,,,,,'1;6;-;6;5;=;-;5;9','1;6;-;6;9;=;-;5;3'
4307,'47-85=112','47+65=112',op_and_digit_balance,3,8,6,2,-,+,,,,,,,'4;7;-;8;5;=;11;2','4;7;+;6;5;=;11;2'
4308,'78-70=-2','76-78=-2',digit_to_digit,1,8,6,4,0,8,,,,,,,'7;8;-;7;0;=;-;2','7;6;-;7;8;=;-;2'
4309,'78+78=146','70+78=148',digit_to_digit,1,8,0,8,6,8,,,,,,,'7;8;+;7;8;=;1;4;6','7;0;+;7;8;=;1;4;8'
4310,'47+20=19','47-28=19',op_and_digit_balance,2,+,-,4,0,8,,,,,,,'4;7;+;2;0;=;1;9','4;7;-;2;8;=;1;9'
4311,'11+75=30','11+19=30',digit_to_digit,2,7,1,3,5,9,,,,,,,'11;+;7;5;=;3;0','11;+;1;9;=;3;0'
4312,'87-90=187','97+90=187',op_and_digit_balance,0,8,9,2,-,+,,,,,,,'8;7;-;9;0;=;1;8;7','9;7;+;9;0;=;1;8;7'
4313,'92+59=135','82+53=135',digit_to_digit,4,9,3,0,9,8,,,,,,,'9;2;+;5;9;=;1;3;5','8;2;+;5;3;=;1;3;5'
4314,'37-91=68','37+31=68',op_and_digit_balance,3,9,3,2,-,+,,,,,,,'3;7;-;9;1;=;6;8','3;7;+;3;1;=;6;8'
4315,'48-21=89','48+21=69',op_and_digit_balance,6,8,6,2,-,+,,,,,,,'4;8;-;2;1;=;8;9','4;8;+;2;1;=;6;9'
4316,'97-28=5','37-28=9',digit_to_digit,0,9,3,6,5,9,,,,,,,'9;7;-;2;8;=;5','3;7;-;2;8;=;9'
4317,'90-61=38','99-61=38',within_digit,1,0,9,,,,,,,,,,'9;0;-;6;1;=;3;8','9;9;-;6;1;=;3;8'
4318,'51-66=35','91-56=35',digit_to_digit,3,6,5,0,5,9,,,,,,,'5;1;-;6;6;=;3;5','9;1;-;5;6;=;3;5'
4319,'62-18=72','62+10=72',op_and_digit_balance,4,8,0,2,-,+,,,,,,,'6;2;-;1;8;=;7;2','6;2;+;1;0;=;7;2'
